molecular_weight,logP,tpsa,hbd,hba,rotatable_bonds,qed,vina_score,num_rings,aromatic_rings,caco2,bbb_logBB,h2o_sol_logS,bioavailability,sascore,plip_hbonds,plip_hydrophobic,plip_pi_stack,electrostatic_descriptor,topological_psa,pKd,affinity_nM,target_id,source_phytochemical,evidence_tier,notes
469.71,-0.35,71.25,1,4,1,0.708,-4.809,1,4,-5.156,-1.911,-4.907,0.6,2.13,1,8,3,-1.677,73.04,5.866,1362.48,T010_ERa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
539.55,0.141,57.71,6,11,9,0.4,-7.247,2,4,-5.536,0.062,-4.204,0.71,4.38,4,7,2,-1.896,55.46,6.981,104.37,T005_BACE1,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
231.89,0.858,91.29,0,6,6,0.367,-6.465,2,1,-5.868,0.781,-1.072,0.82,4.45,2,7,1,-0.435,96.81,5.928,1179.57,T007_COX2,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
347.08,5.135,115.79,4,10,10,0.857,-5.598,5,0,-5.097,0.481,-5.788,0.9,4.59,3,0,3,0.097,118.4,5.621,2391.94,T001_mGluR2,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
295.59,1.888,75.68,6,6,7,0.325,-9.292,1,4,-4.193,-0.609,-2.769,0.35,4.5,1,8,1,-0.642,72.15,8.376,4.2,T007_COX2,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
591.27,0.041,78.61,5,4,1,0.268,-6.203,6,2,-5.829,0.122,-2.366,0.89,5.06,1,6,3,-2.737,72.03,6.104,786.73,T004_FactorXa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
231.06,0.368,145.37,0,8,4,0.432,-5.735,4,2,-4.747,-1.647,-5.342,0.42,5.11,2,0,3,-0.014,145.35,5.052,8869.55,T005_BACE1,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
258.44,3.457,98.06,3,3,9,0.65,-9.665,5,2,-4.76,-0.327,-1.874,0.33,2.74,5,5,0,-2.128,88.71,8.095,8.04,T006_Mpro,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
315.56,0.026,46.33,1,4,10,0.413,-6.543,6,4,-4.855,-0.313,-1.169,0.75,3.8,0,1,2,-1.063,54.28,5.745,1797.86,T010_ERa,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
182.46,2.325,48.3,6,6,5,0.595,-7.565,6,1,-4.776,-1.672,-2.351,0.68,6.94,3,4,3,0.653,44.63,7.059,87.35,T006_Mpro,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
613.55,3.186,104.46,5,12,7,0.569,-10.151,5,1,-4.583,0.938,-5.992,0.31,5.13,0,3,3,-0.516,101.14,7.019,95.76,T001_mGluR2,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
495.01,1.027,40.18,2,10,8,0.443,-11.454,6,2,-5.317,0.173,-2.92,0.32,2.88,2,5,3,2.497,46.12,9.039,0.91,T007_COX2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
390.75,3.263,163.81,4,7,7,0.788,-8.395,6,0,-4.33,-1.102,-2.375,0.49,4.68,1,5,2,-2.603,156.79,6.881,131.56,T005_BACE1,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
571.2,2.926,88.43,4,3,4,0.729,-9.141,1,2,-5.172,-0.509,-4.812,0.57,6.75,1,8,2,-1.95,85.92,7.737,18.33,T001_mGluR2,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
606.68,2.163,33.74,3,10,2,0.343,-4.573,6,4,-5.379,-1.018,-2.153,0.36,6.91,4,2,1,1.347,32.93,6.038,916.03,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
616.17,3.622,119.14,0,7,7,0.867,-10.727,6,2,-5.955,0.275,-2.806,0.43,3.0,2,4,2,1.637,122.57,7.999,10.03,T004_FactorXa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
228.75,0.187,173.74,4,10,1,0.355,-8.873,3,2,-5.717,0.113,-4.584,0.45,2.36,4,5,3,-2.696,164.32,7.223,59.89,T005_BACE1,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
193.06,1.852,135.7,4,12,7,0.662,-9.157,2,4,-5.843,0.768,-2.178,0.64,2.46,5,7,0,-0.266,139.39,8.158,6.95,T007_COX2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
385.27,5.185,51.56,4,6,5,0.494,-6.253,6,2,-4.422,0.647,-3.734,0.32,4.38,2,7,3,2.075,47.2,7.428,37.34,T006_Mpro,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
352.84,3.786,46.05,4,12,1,0.794,-7.504,4,4,-5.173,-0.137,-3.26,0.88,3.92,2,3,3,1.706,44.75,7.996,10.08,T010_ERa,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
422.26,0.917,129.39,0,11,7,0.286,-7.029,3,4,-5.805,-0.664,-4.46,0.54,4.99,5,6,2,-0.034,132.6,7.792,16.14,T006_Mpro,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
528.54,3.465,97.95,2,8,9,0.633,-10.033,6,2,-5.401,0.383,-2.602,0.85,6.68,5,5,0,0.496,100.18,9.299,0.5,T006_Mpro,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
573.82,4.615,39.36,4,2,0,0.728,-5.344,3,0,-4.278,0.597,-4.824,0.72,3.97,2,6,3,-0.711,40.26,6.855,139.62,T003_TLR4,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
342.3,5.047,155.99,1,6,10,0.294,-11.413,6,0,-5.712,0.655,-2.71,0.88,2.68,1,6,3,2.361,159.9,8.385,4.12,T005_BACE1,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
377.2,2.045,153.01,3,7,3,0.339,-6.966,5,3,-4.306,-1.29,-3.491,0.55,4.73,2,0,0,0.409,157.11,5.653,2223.88,T007_COX2,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
221.04,3.888,177.54,6,6,7,0.588,-7.575,5,0,-5.51,-0.108,-2.681,0.7,5.42,4,4,0,2.422,178.24,7.209,61.75,T001_mGluR2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
377.02,4.936,116.09,2,8,5,0.92,-5.513,3,1,-5.929,0.769,-2.253,0.74,4.82,0,7,1,0.437,119.22,5.979,1049.56,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
392.38,0.261,41.53,6,6,4,0.299,-9.393,3,0,-4.517,-0.189,-1.449,0.74,5.3,2,2,2,1.695,36.25,8.21,6.17,T003_TLR4,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
581.01,1.557,42.66,1,11,2,0.828,-5.854,4,3,-5.524,-0.679,-2.812,0.43,5.67,2,0,2,1.533,34.98,6.169,678.13,T004_FactorXa,Berberine,3,Synthetic - ML prediction tier; NOT experimental
523.08,4.015,109.88,3,12,6,0.556,-10.411,4,0,-5.422,0.392,-4.09,0.49,4.65,0,1,2,2.737,108.51,7.857,13.9,T007_COX2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
317.48,1.103,44.74,5,11,6,0.546,-6.435,2,4,-4.459,-0.44,-2.611,0.9,3.57,0,0,0,-2.928,36.7,5.511,3080.44,T003_TLR4,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
275.95,-0.296,122.91,0,11,10,0.87,-9.874,5,0,-4.584,-1.64,-1.718,0.38,5.28,5,2,0,1.174,117.98,7.962,10.9,T005_BACE1,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
469.39,5.036,71.46,3,12,5,0.393,-5.645,3,0,-5.234,-1.002,-5.7,0.87,3.32,3,1,3,2.877,65.47,6.196,636.28,T001_mGluR2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
420.32,2.088,122.09,0,9,4,0.277,-10.953,5,2,-4.446,-1.944,-3.511,0.69,2.0,0,6,2,-2.09,118.69,8.176,6.67,T005_BACE1,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
407.69,5.139,103.6,3,8,1,0.605,-11.475,6,3,-5.758,-0.394,-1.042,0.5,3.51,0,1,2,0.208,112.82,8.476,3.34,T010_ERa,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
473.9,0.56,35.9,3,12,3,0.424,-8.574,1,2,-5.027,0.656,-3.81,0.41,2.18,0,3,3,-0.667,41.75,7.172,67.37,T007_COX2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
399.84,5.29,151.77,0,2,5,0.242,-5.592,1,3,-5.764,0.421,-2.663,0.58,5.39,4,2,1,2.549,142.5,6.538,289.53,T005_BACE1,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
271.34,3.393,32.15,5,2,4,0.816,-10.77,5,1,-4.329,-1.808,-1.913,0.37,4.97,4,3,0,1.827,30.68,9.5,0.32,T010_ERa,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
312.12,5.355,116.4,1,7,3,0.773,-7.052,3,0,-5.759,-1.576,-3.924,0.72,4.77,3,3,0,-2.2,122.22,6.528,296.46,T003_TLR4,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
589.81,-0.016,31.08,0,12,9,0.865,-8.378,4,1,-5.588,-0.081,-3.385,0.55,6.69,4,0,1,1.303,33.32,7.071,85.01,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
323.93,-0.473,65.35,0,10,1,0.664,-5.03,5,4,-5.561,0.311,-2.703,0.47,2.97,1,7,3,-1.942,68.75,6.36,436.58,T004_FactorXa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
367.34,1.506,150.77,6,9,0,0.278,-11.107,5,1,-5.684,-1.913,-3.425,0.34,3.18,3,5,3,-1.807,154.31,8.437,3.66,T004_FactorXa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
539.49,1.457,44.71,5,8,3,0.482,-9.845,4,4,-5.031,0.671,-5.275,0.86,4.27,3,5,1,-0.254,38.59,8.275,5.31,T004_FactorXa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
166.05,2.912,72.09,0,9,7,0.514,-5.797,2,2,-4.793,0.369,-2.81,0.67,2.85,4,3,0,-0.53,72.53,6.741,181.42,T010_ERa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
445.79,4.522,71.88,5,8,3,0.386,-8.243,2,4,-4.107,0.741,-1.509,0.55,2.22,3,8,0,-0.446,69.76,8.544,2.86,T001_mGluR2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
397.64,-0.001,142.96,5,8,3,0.3,-9.282,6,0,-5.968,0.007,-5.191,0.58,4.85,4,0,3,-0.217,135.73,6.307,493.2,T007_COX2,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
242.47,4.729,124.02,5,12,0,0.845,-10.97,6,2,-4.938,-1.11,-2.236,0.72,5.06,4,3,0,0.723,120.74,9.247,0.57,T007_COX2,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
593.99,0.166,84.84,4,2,5,0.475,-6.639,6,0,-4.878,0.321,-5.308,0.5,4.7,5,7,1,1.519,90.06,7.206,62.25,T004_FactorXa,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
598.97,2.521,93.44,0,3,5,0.459,-7.853,5,0,-5.06,-0.404,-1.873,0.84,4.26,2,1,1,2.351,92.6,7.372,42.42,T004_FactorXa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
204.68,1.156,134.56,3,4,3,0.591,-6.795,3,3,-4.061,-0.376,-5.34,0.51,4.22,5,0,2,-1.866,125.0,6.542,287.0,T010_ERa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
567.47,2.618,80.38,4,7,10,0.685,-9.053,5,4,-4.316,-0.664,-4.48,0.38,5.95,1,4,1,-0.095,89.8,7.421,37.94,T004_FactorXa,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
377.96,0.498,168.62,5,10,4,0.337,-10.185,6,1,-5.677,-1.649,-1.031,0.64,4.2,2,2,1,0.375,159.31,6.671,213.09,T004_FactorXa,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
223.97,2.191,176.32,4,6,1,0.89,-8.466,4,1,-4.104,0.783,-5.22,0.88,4.73,4,5,2,-0.157,172.12,8.403,3.95,T006_Mpro,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
549.79,3.871,168.34,2,3,7,0.875,-10.454,5,0,-5.384,-0.795,-1.796,0.57,2.46,0,3,1,1.688,173.69,6.861,137.87,T003_TLR4,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
191.79,4.597,131.56,0,10,6,0.346,-9.117,5,4,-4.113,0.725,-4.195,0.39,6.27,2,6,2,-2.927,128.46,7.607,24.7,T006_Mpro,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
257.85,4.827,141.23,3,9,4,0.323,-6.04,4,3,-5.721,-0.238,-5.57,0.42,4.37,4,5,0,2.599,143.04,7.163,68.78,T005_BACE1,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
153.31,3.333,71.0,1,10,7,0.733,-5.836,2,1,-5.628,-0.855,-3.231,0.33,6.13,4,4,3,0.356,70.27,7.15,70.81,T004_FactorXa,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
628.01,4.505,100.88,5,12,4,0.513,-7.811,6,1,-5.943,0.294,-3.535,0.88,4.99,2,7,3,2.21,103.44,7.951,11.18,T005_BACE1,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
336.6,3.898,32.63,2,4,9,0.244,-9.102,6,1,-5.285,-1.841,-4.194,0.68,6.78,0,4,2,0.178,41.36,7.098,79.85,T003_TLR4,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
449.38,0.503,78.39,2,12,4,0.404,-6.265,3,0,-4.931,-0.945,-5.281,0.38,3.41,3,6,2,2.525,71.65,6.765,171.68,T003_TLR4,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
401.69,4.489,149.27,4,11,8,0.835,-6.156,6,0,-5.165,0.748,-5.417,0.38,2.09,2,4,2,-2.166,148.1,6.593,255.06,T004_FactorXa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
504.95,-0.327,152.19,1,4,2,0.716,-9.194,2,1,-4.038,-0.726,-2.185,0.37,2.09,3,6,0,-1.822,142.84,7.035,92.26,T007_COX2,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
446.59,2.314,166.28,0,3,4,0.701,-5.841,1,4,-5.589,0.704,-5.076,0.51,2.45,5,4,2,-0.887,173.38,6.397,400.75,T006_Mpro,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
199.55,2.969,32.1,1,5,4,0.329,-5.845,1,0,-4.152,0.761,-1.744,0.58,5.49,1,7,0,-1.915,29.19,6.048,895.56,T005_BACE1,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
257.14,0.865,46.93,2,3,7,0.283,-10.481,3,2,-4.886,-1.878,-4.359,0.37,3.42,4,4,3,-1.645,45.07,9.266,0.54,T010_ERa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
597.38,4.315,170.86,2,4,0,0.949,-7.813,1,3,-5.124,-0.024,-5.575,0.39,4.0,4,1,1,-2.612,180.37,6.565,272.07,T004_FactorXa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
447.48,5.444,48.41,6,8,7,0.409,-6.149,5,4,-5.454,0.368,-2.781,0.54,4.38,4,6,3,0.068,41.36,7.785,16.39,T005_BACE1,Berberine,3,Synthetic - ML prediction tier; NOT experimental
265.41,5.154,34.46,5,2,1,0.574,-11.299,2,3,-4.791,-1.019,-4.486,0.67,5.8,5,8,3,1.756,28.5,9.5,0.32,T007_COX2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
395.13,1.07,81.54,6,10,8,0.213,-5.77,4,0,-5.233,-1.056,-4.118,0.58,2.16,4,4,1,-0.051,74.23,6.246,567.49,T001_mGluR2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
480.04,3.612,115.83,3,10,2,0.58,-8.565,4,4,-4.058,-0.149,-4.236,0.89,3.6,0,0,1,2.022,112.81,5.835,1463.66,T007_COX2,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
532.6,3.251,87.09,3,7,5,0.509,-11.077,2,1,-5.531,-1.064,-5.575,0.71,6.34,0,5,1,-2.882,83.61,7.309,49.09,T006_Mpro,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
600.7,1.1,134.39,4,2,5,0.483,-8.573,5,0,-4.383,-1.7,-2.624,0.5,4.51,5,5,1,0.689,131.66,7.873,13.41,T005_BACE1,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
398.48,4.584,148.07,6,10,3,0.416,-11.144,5,3,-4.391,-0.126,-1.21,0.73,4.89,4,5,2,-2.596,154.1,8.65,2.24,T010_ERa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
475.77,1.311,150.62,3,12,8,0.435,-8.393,3,4,-4.969,0.015,-3.262,0.83,5.14,4,2,3,-1.722,159.86,6.912,122.53,T007_COX2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
283.97,3.328,151.34,6,8,9,0.745,-11.051,2,2,-5.075,-1.279,-2.268,0.76,6.22,3,5,0,0.804,158.26,8.416,3.84,T003_TLR4,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
493.43,0.917,65.77,1,5,0,0.384,-5.296,4,3,-4.88,-0.692,-2.765,0.32,2.8,1,0,2,1.738,61.33,5.435,3669.8,T006_Mpro,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
472.15,-0.247,138.37,6,2,0,0.845,-10.871,5,2,-4.266,0.702,-3.965,0.52,5.29,0,6,1,-1.584,139.79,7.135,73.33,T007_COX2,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
275.9,4.807,65.71,0,7,5,0.824,-5.971,6,1,-4.129,-1.346,-5.466,0.43,3.37,3,4,0,-0.058,63.21,6.894,127.68,T001_mGluR2,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
422.87,2.349,66.95,2,4,5,0.556,-8.742,3,0,-4.709,0.716,-5.826,0.74,5.99,0,3,2,0.316,63.14,7.395,40.3,T010_ERa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
417.46,0.918,96.36,0,8,4,0.426,-4.478,2,2,-5.579,0.671,-1.421,0.68,6.4,5,6,0,-1.356,87.96,5.951,1119.01,T010_ERa,Berberine,3,Synthetic - ML prediction tier; NOT experimental
385.55,1.978,156.17,5,8,1,0.818,-6.261,5,0,-5.296,-0.194,-1.933,0.74,4.27,0,0,1,0.781,161.99,4.933,11663.51,T007_COX2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
306.86,-0.007,53.67,4,12,2,0.835,-6.357,3,3,-5.043,0.206,-4.697,0.71,6.13,2,3,0,-0.513,47.31,6.327,470.95,T005_BACE1,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
160.37,-0.362,113.78,4,12,3,0.88,-4.194,2,2,-4.597,-1.494,-3.995,0.56,3.3,0,5,1,2.683,106.13,4.499,31687.7,T005_BACE1,Berberine,3,Synthetic - ML prediction tier; NOT experimental
209.26,3.781,58.58,6,6,4,0.76,-8.634,4,1,-4.8,0.986,-4.585,0.71,4.09,3,2,0,-1.259,53.82,7.204,62.54,T006_Mpro,Berberine,3,Synthetic - ML prediction tier; NOT experimental
603.66,1.718,132.64,3,3,0,0.552,-4.964,6,3,-4.626,0.14,-2.458,0.74,3.28,0,8,0,-2.687,141.26,4.738,18260.49,T006_Mpro,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
152.68,2.527,87.14,3,12,5,0.299,-4.808,1,4,-5.641,-1.49,-3.536,0.5,4.34,0,5,3,-2.149,79.48,5.416,3836.85,T001_mGluR2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
399.61,5.34,72.15,2,8,4,0.877,-9.526,3,4,-5.374,0.678,-4.422,0.9,5.82,1,8,3,-2.681,65.12,8.816,1.53,T004_FactorXa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
502.98,2.119,179.28,3,2,7,0.467,-6.182,4,3,-5.014,0.538,-1.666,0.37,2.47,2,2,1,1.5,185.73,5.341,4557.52,T006_Mpro,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
441.77,5.33,108.9,4,4,6,0.89,-9.654,4,0,-4.225,-1.922,-2.593,0.71,3.97,4,1,2,-2.077,100.52,8.482,3.3,T005_BACE1,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
447.1,-0.465,175.47,5,11,7,0.444,-6.013,6,4,-5.741,0.59,-1.992,0.47,5.99,5,1,3,-2.445,170.57,4.886,13009.73,T003_TLR4,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
194.59,4.614,54.44,6,8,4,0.685,-4.342,2,0,-5.403,0.403,-2.321,0.85,6.52,4,2,2,0.993,61.08,5.935,1162.42,T005_BACE1,Berberine,3,Synthetic - ML prediction tier; NOT experimental
284.24,3.102,43.53,3,7,9,0.34,-6.77,1,0,-4.973,0.92,-2.618,0.69,5.57,3,8,0,-1.256,42.28,7.582,26.19,T010_ERa,Berberine,3,Synthetic - ML prediction tier; NOT experimental
300.2,5.405,132.65,2,5,8,0.521,-7.236,5,0,-4.165,-0.46,-3.447,0.55,4.32,5,4,2,-1.471,124.28,7.39,40.77,T007_COX2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
239.78,0.593,88.94,0,8,4,0.435,-6.069,6,3,-4.752,-1.205,-1.166,0.82,2.94,1,1,2,2.23,81.07,5.403,3954.23,T006_Mpro,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
152.92,0.2,55.76,3,9,6,0.852,-4.256,5,3,-5.394,0.439,-2.916,0.71,6.82,5,6,2,-2.474,48.46,6.663,217.06,T007_COX2,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
579.51,0.755,127.29,5,5,6,0.832,-5.064,5,1,-5.828,0.309,-5.259,0.55,2.58,1,7,3,-0.171,134.49,6.317,481.98,T006_Mpro,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
250.67,2.917,155.08,0,7,0,0.277,-5.143,4,3,-4.303,0.211,-3.021,0.63,3.45,3,6,3,0.08,159.57,6.818,152.13,T010_ERa,Berberine,3,Synthetic - ML prediction tier; NOT experimental
265.95,-0.136,32.85,4,7,8,0.248,-4.803,4,3,-5.766,-0.132,-2.769,0.57,4.18,1,4,1,-0.185,31.62,5.025,9433.73,T006_Mpro,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
443.83,3.61,168.26,6,12,7,0.298,-9.3,6,3,-4.08,0.499,-2.634,0.74,5.98,1,3,2,1.144,159.98,6.652,222.99,T003_TLR4,Berberine,3,Synthetic - ML prediction tier; NOT experimental
200.45,1.996,179.07,2,5,3,0.618,-4.006,3,2,-5.286,-1.524,-1.86,0.84,2.16,0,5,3,-2.316,173.6,4.254,55776.0,T006_Mpro,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
393.18,5.462,147.73,6,2,8,0.401,-10.366,6,4,-4.791,-1.688,-5.748,0.87,5.99,0,1,0,1.942,138.57,7.574,26.66,T010_ERa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
605.49,0.442,73.82,3,10,7,0.749,-10.755,6,2,-5.331,-1.587,-1.757,0.56,4.08,0,3,3,-0.952,73.92,8.015,9.67,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
336.22,4.029,84.1,5,5,2,0.765,-7.528,2,1,-4.396,-0.76,-3.953,0.58,6.26,5,5,0,-0.345,89.5,7.857,13.89,T001_mGluR2,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
319.15,1.91,145.86,3,2,6,0.769,-6.549,6,1,-4.195,-1.827,-2.842,0.73,5.3,4,4,3,-0.588,149.47,6.118,761.79,T006_Mpro,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
510.78,1.382,81.62,6,6,8,0.658,-10.399,4,3,-4.712,0.663,-2.878,0.67,4.21,2,6,1,2.286,73.31,8.093,8.08,T007_COX2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
410.23,2.745,62.06,4,10,4,0.591,-5.822,2,0,-5.944,0.39,-3.037,0.44,5.87,5,6,0,1.392,68.89,7.28,52.44,T004_FactorXa,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
327.24,-0.214,127.64,0,9,4,0.629,-11.461,3,1,-4.389,0.967,-3.172,0.84,5.14,4,3,2,-1.205,130.98,8.527,2.97,T003_TLR4,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
409.83,0.986,79.18,4,5,5,0.541,-10.401,4,3,-5.836,-1.813,-1.557,0.59,4.23,2,8,3,0.529,79.56,8.351,4.46,T005_BACE1,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
442.15,3.319,179.48,5,9,6,0.818,-10.417,2,3,-4.578,-1.612,-2.477,0.82,2.59,1,7,3,-2.804,172.61,7.032,92.95,T001_mGluR2,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
205.17,1.718,73.44,4,4,1,0.479,-4.067,3,2,-5.028,0.374,-5.289,0.65,2.24,2,4,1,-1.902,78.23,4.874,13370.38,T001_mGluR2,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
423.77,-0.095,36.7,3,11,4,0.624,-4.748,4,3,-4.331,0.501,-5.336,0.38,5.18,3,7,1,2.198,33.21,6.646,226.2,T005_BACE1,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
266.41,1.872,111.15,5,9,4,0.684,-5.005,6,0,-4.856,0.388,-2.463,0.64,2.62,4,1,1,2.731,111.99,5.105,7851.37,T010_ERa,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
628.65,2.631,142.58,4,2,1,0.694,-7.511,1,2,-4.426,-1.264,-2.472,0.83,4.22,4,5,3,0.533,142.41,7.683,20.76,T003_TLR4,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
162.03,2.667,87.3,0,3,1,0.606,-9.36,2,2,-4.463,-1.537,-1.239,0.71,2.29,2,2,0,1.28,83.26,7.252,56.02,T001_mGluR2,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
221.23,4.858,68.69,6,3,0,0.352,-5.859,5,1,-5.014,0.257,-4.075,0.37,2.3,3,8,3,-2.607,59.27,6.914,121.87,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
427.04,3.017,45.23,6,10,10,0.789,-9.215,4,3,-5.832,-0.093,-4.983,0.88,3.87,1,3,3,2.768,46.33,7.375,42.17,T001_mGluR2,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
556.32,5.267,123.11,5,4,0,0.245,-4.586,3,4,-5.498,0.04,-1.004,0.81,3.06,4,4,0,-2.032,123.79,6.073,844.45,T007_COX2,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
565.25,3.85,179.82,3,5,9,0.579,-5.485,6,2,-4.73,0.939,-2.461,0.46,5.31,2,5,1,-0.241,181.81,5.634,2320.15,T001_mGluR2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
473.22,-0.488,101.48,0,12,2,0.51,-4.785,6,3,-4.475,-0.386,-2.063,0.69,2.39,0,7,0,-0.882,107.73,5.052,8861.67,T003_TLR4,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
212.38,1.723,58.95,0,5,0,0.769,-6.396,6,2,-5.617,0.449,-2.874,0.79,3.11,3,5,0,-1.315,67.04,6.42,380.07,T007_COX2,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
153.57,5.406,125.77,0,6,9,0.575,-10.221,2,4,-4.656,-0.191,-5.122,0.65,5.73,1,4,1,2.286,130.34,7.966,10.83,T001_mGluR2,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
